UF,Município,IFGF,Autonomia,Gastos com Pessoal,Liquidez ,Investimentos
SP,Santa Mercedes,0.2929,0,0.431,0.5151,0.2255
CE,Capistrano,0.2928,0,0,0.9635,0.2077
MG,José Raydan,0.2925,0,0.2704,0.5269,0.3728
MG,Lagamar,0.2921,0.5532,0.3745,0,0.2406
MG,Além Paraíba,0.292,0.3468,0.0775,0.4382,0.3054
AP,Santana,0.2919,0.3632,0,0.7439,0.0604
PB,Tavares,0.2918,0,0,0.498,0.6692
MG,Catas Altas da Noruega,0.2918,0,1,0,0.1671
MG,Centralina,0.2918,0,0.3523,0.4798,0.3349
RS,Morrinhos do Sul,0.2917,0,0.4124,0.4469,0.3077
SP,Presidente Bernardes,0.2915,1,0,0,0.1659
MG,Cajuri,0.2912,0.2338,0.1742,0,0.7566
PA,Porto de Moz,0.291,0,0.1032,0.4634,0.5972
CE,Jucás,0.2908,0,0.5961,0,0.567
SC,Pescaria Brava,0.2905,0.269,0,0,0.8931
PR,Marumbi,0.2905,0,0.1621,0,1
PR,General Carneiro,0.2905,0,0.2193,0,0.9428
MA,Porto Rico do Maranhão,0.2904,0,0.2189,0.4382,0.5046
MG,Pequeri,0.2904,0.0257,0.4098,0.4983,0.2277
MA,Lago do Junco,0.2901,0,0.3893,0.4476,0.3235
BA,Aiquara,0.2897,0,0.1512,0.622,0.3857
AL,Maravilha,0.2896,0,0.5271,0.5413,0.0898
MG,Iraí de Minas,0.2895,0,0.5474,0,0.6105
PE,Ibimirim,0.2893,0.0487,0.2658,0.4524,0.3902
SP,Alfredo Marcondes,0.2893,0.3663,0,0.5756,0.2152
PB,Picuí,0.2892,0,0,0.8175,0.3391
BA,São Gonçalo dos Campos,0.2891,0,0.7706,0,0.3859
MG,Descoberto,0.2889,0,0.0632,1,0.0922
SE,Propriá,0.2887,0,0,0.7347,0.42
MG,Santana do Jacaré,0.2885,0,0.2918,0.4983,0.3639
MG,Chalé,0.2884,0.0612,0.3367,0.4658,0.2901
MG,Mariana,0.2884,1,0,0,0.1537
BA,Sítio do Quinto,0.2884,0,0,0.4858,0.6678
AC,Marechal Thaumaturgo,0.2882,0,0,0.6227,0.5299
RS,São João do Polêsine,0.2881,0.2388,0.6317,0,0.2821
RN,Severiano Melo,0.2877,0,0.4841,0.5143,0.1525
MG,Lajinha,0.2874,0.2208,0.1823,0.4538,0.2927
MG,Luminárias,0.2874,0.256,0.0307,0.5131,0.3496
MA,Pinheiro,0.2873,0,0.3296,0,0.8197
PB,Santana de Mangueira,0.2873,0,0.1493,0,1
RS,Sagrada Família,0.2873,0,1,0,0.1491
RN,Marcelino Vieira,0.2872,0,0.1642,0.6626,0.322
MG,Itabirinha,0.2868,0,0.2362,0.4863,0.4248
BA,Santa Bárbara,0.2867,0,0.2213,0.5414,0.3843
SP,Álvares Machado,0.2866,0.6544,0.346,0,0.1461
MG,Fortaleza de Minas,0.2858,0,0.2218,0.6841,0.2375
RN,Umarizal,0.2858,0.0133,0.3481,0.4716,0.3102
MG,Couto de Magalhães de Minas,0.2858,0.1199,0.1463,0.4207,0.4563
AM,Uarini,0.2857,0.1982,0.283,0.453,0.2088
MA,Itinga do Maranhão,0.2857,0,0.5791,0.4165,0.1472
AL,Arapiraca,0.2857,0.3082,0.174,0.5234,0.1371
BA,Rio do Pires,0.2855,0,0.251,0.4324,0.4585
PI,Curralinhos,0.2854,0,0.4816,0,0.6601
PB,Nova Palmeira,0.2854,0,0.3773,0.5879,0.1763
BA,Ipiaú,0.2853,0.0356,0.2741,0.5665,0.2652
PB,Igaracy,0.2852,0,0,0.6738,0.4671
RS,Turuçu,0.285,0.002,0.267,0.7354,0.1356
AM,Barreirinha,0.2847,0,0.007,0.7895,0.3425
PI,Caridade do Piauí,0.2846,0,0.4325,0.4413,0.2645
MA,São Domingos do Maranhão,0.2845,0,0.2955,0.442,0.4004
RN,Tangará,0.2841,0,0,0.7282,0.4082
GO,Rianápolis,0.284,0.3127,0.2071,0.4545,0.1616
MG,Itapecerica,0.284,0.3417,0.1564,0.4005,0.2372
PE,Lagoa Grande,0.2839,0,0.2757,0.6154,0.2446
BA,Maragogipe,0.2838,0,0,0.6084,0.5267
TO,Formoso do Araguaia,0.2838,0.5632,0,0.4184,0.1535
PE,Poção,0.2833,0,0,0.4594,0.674
MA,Carolina,0.2832,0,0.3507,0.4679,0.3143
MA,Raposa,0.2832,0,0.271,0.4593,0.4025
AM,Alvarães,0.2832,0.1378,0,0.6393,0.3556
SP,Onda Verde,0.2831,0.6046,0.3186,0,0.2093
MA,Pedro do Rosário,0.2831,0,0.3053,0,0.8271
RN,Japi,0.2828,0,0.1527,0.445,0.5333
AL,São Sebastião,0.2824,0,0,0.8723,0.2574
MA,Rosário,0.2824,0,1,0,0.1295
BA,Cruz das Almas,0.282,0.2843,0,0.503,0.3408
PE,Macaparana,0.2819,0,0,0.5312,0.5962
MG,Felisburgo,0.2818,0,0.3349,0.5012,0.2913
SP,Nova Guataporanga,0.2818,0,0.5059,0,0.6214
MG,Carangola,0.2818,0.4656,0.2931,0,0.3685
CE,São Luís do Curu,0.2812,0.0417,0.3713,0.6172,0.0945
BA,Ibicaraí,0.2811,0,0,0.5708,0.5537
TO,Aurora do Tocantins,0.2809,0,0.2557,0.5023,0.3657
MG,Nepomuceno,0.2809,0.7295,0,0,0.394
MG,Dom Cavati,0.2808,0,0,0.401,0.7223
BA,Lajedão,0.2805,0,0,0.4397,0.6822
BA,Pedro Alexandre,0.2802,0,0,1,0.1208
BA,Adustina,0.28,0,0.2998,0.6248,0.1955
PI,Avelino Lopes,0.28,0,0.6018,0,0.5182
AL,Matriz de Camaragibe,0.2795,0,0,0.5323,0.5856
MG,Cristina,0.2792,0.3005,0.2381,0,0.5781
PE,Santa Maria da Boa Vista,0.2792,0.0193,0,0.4023,0.695
PA,Itaituba,0.279,0.1943,0,0,0.9219
SE,Japaratuba,0.279,0.3305,0,0.4565,0.3289
PB,Cajazeiras,0.2788,0.4949,0,0,0.6202
AC,Acrelândia,0.2787,0,0,0.8962,0.2187
PI,Nazária,0.2787,0,0,0.5001,0.6147
PI,São Francisco de Assis do Piauí,0.2785,0,0.1,0.517,0.4971
SE,Campo do Brito,0.2784,0,0,0.6553,0.4584
RN,São Tomé,0.2784,0,0,0.4576,0.6558
BA,Dom Macedo Costa,0.2781,0,0.1637,0.6219,0.3269
MG,Montalvânia,0.278,0,0,0.8533,0.2585
GO,Campinaçu,0.2777,0,0.7362,0,0.3748
GO,Cezarina,0.2777,0.3672,0,0.5735,0.1699
SP,Torre de Pedra,0.2776,0,0,0.7803,0.3303
BA,Uauá,0.2774,0.1614,0.1991,0.4886,0.2605
SE,Gararu,0.2773,0,0,0.6414,0.4676
PI,Milton Brandão,0.277,0,0.0475,0.5202,0.5406
MG,Maripá de Minas,0.277,0,0.4529,0.4942,0.1609
PA,Eldorado do Carajás,0.2769,0.2653,0.0876,0.4898,0.265
RN,Caicó,0.2769,0.4778,0.0036,0.436,0.1902
BA,Cachoeira,0.2767,0.054,0.0307,0.523,0.499
MG,Palmópolis,0.2763,0,0.3371,0.4172,0.3508
PA,Viseu,0.2761,0,0.1285,0,0.976
MS,Jaraguari,0.276,0.3405,0.2314,0,0.5321
SE,Gracho Cardoso,0.2759,0,0.244,0,0.8597
MG,Dom Joaquim,0.2759,0,0.1789,0.4536,0.4709
BA,Itabela,0.2759,0.2068,0,0.6331,0.2636
BA,Condeúba,0.2751,0,0.0689,0.6249,0.4065
MG,Santo Hipólito,0.275,0,0.0998,0,1
AM,Pauini,0.2748,0.3172,0,0.5451,0.2368
GO,Divinópolis de Goiás,0.2745,0,0.1702,0.4538,0.474
PI,Piripiri,0.2744,0.1026,0.0513,0.5302,0.4134
MG,Alfredo Vasconcelos,0.2743,0.5756,0.3477,0,0.1738
MG,Três Marias,0.274,1,0,0,0.0959
SE,Pirambu,0.2739,0,0,0.4294,0.6662
RS,Bom Progresso,0.2736,0,0.1883,0.5313,0.375
PB,Santa Cecília,0.2736,0,0,0.4841,0.6103
PE,Panelas,0.2733,0,0.0188,0.8485,0.226
TO,Tocantínia,0.2733,0,0.3863,0.4793,0.2276
PB,Serra Branca,0.2733,0.1345,0.0214,0.6292,0.308
TO,Colméia,0.2732,0.087,0.2287,0.5223,0.255
PB,Serraria,0.2731,0,0,0.4352,0.6572
PB,Nova Floresta,0.273,0,0,0.6123,0.4795
MG,Cristiano Otoni,0.2729,0.1779,0,0.5979,0.316
AL,Igaci,0.2729,0,0,0.4414,0.6503
GO,Varjão,0.2728,0,0,0.551,0.5401
MG,Florestal,0.2728,0.2117,0.4926,0,0.3868
PB,São José de Caiana,0.2727,0,0,0.5423,0.5487
PB,Gado Bravo,0.2727,0,0,0.5881,0.5027
CE,Guaiúba,0.2726,0,0,0.4365,0.6541
MA,Barão de Grajaú,0.2726,0,0.3457,0,0.7446
MG,Goiabeira,0.2721,0,0.1608,0.5684,0.3591
MG,São Sebastião do Anta,0.272,0,0.1249,0,0.9631
BA,Itiúba,0.2718,0,0.2994,0.4971,0.291
PB,Solânea,0.2718,0.0465,0,0.6306,0.4101
PA,Cachoeira do Arari,0.2717,0.7314,0,0,0.3554
SP,Tarabai,0.2714,0.3508,0,0.4182,0.3166
BA,Pedrão,0.2714,0,0.2358,0.4042,0.4455
GO,Trombas,0.2713,0,0,0.5367,0.5486
MA,Pirapemas,0.271,0,0.2742,0.6164,0.1935
PB,Catolé do Rocha,0.2708,0.1936,0,0.58,0.3095
CE,Aratuba,0.2707,0.0939,0,0.6263,0.3627
PB,Arara,0.2707,0,0.1706,0.5408,0.3713
PE,Paranatama,0.2704,0.2376,0.1493,0.5202,0.1743
MG,Chiador,0.2703,0,0.5774,0,0.5039
PB,São Bentinho,0.2702,0,0,0.654,0.4268
MG,Senhora do Porto,0.2697,0,0,1,0.079
RS,Capão do Leão,0.2697,0.0861,0.1357,0.8174,0.0396
PE,Condado,0.2697,0,0,0.7831,0.2956
CE,Santana do Cariri,0.2696,0,0,1,0.0784
MG,Santa Rosa da Serra,0.2694,0.0223,0.321,0,0.7342
MG,São Domingos das Dores,0.2693,0,0.1305,0.5758,0.371
SP,Marabá Paulista,0.2691,0.7326,0,0,0.3439
BA,Jiquiriçá,0.2689,0,0.261,0.5297,0.285
PE,Pombos,0.2687,0.3344,0,0.6378,0.1027
PB,São Sebastião de Lagoa de Roça,0.2686,0,0,0.7934,0.2809
BA,Jaguarari,0.2684,0,0.2093,0.6563,0.2081
MG,Dionísio,0.2684,0.01,0.4728,0.45,0.1406
MG,São José da Lapa,0.2684,0.4435,0.1612,0,0.4688
SP,Pontalinda,0.2681,0.3508,0.0969,0,0.6246
BA,Iaçu,0.268,0,0.2646,0.4169,0.3904
MG,Carbonita,0.2679,0.4573,0,0.5371,0.0771
MS,Rio Negro,0.2677,0,0.2125,0.7702,0.088
RS,Uruguaiana,0.2677,0.3434,0.1168,0.4946,0.1158
BA,Coronel João Sá,0.2676,0,0.3174,0.4535,0.2996
BA,Wanderley,0.2676,0,0.1259,0.6177,0.3267
PB,São Bento,0.2675,0.0762,0.3627,0,0.6312
PI,São José do Piauí,0.2675,0,0.4511,0.5469,0.0719
CE,Brejo Santo,0.2673,0,0.2704,0.6464,0.1522
BA,Capim Grosso,0.2672,0,0.2428,0.4175,0.4084
MG,Frei Lagonegro,0.2672,0,0.387,0.6138,0.0679
MG,Araçaí,0.2671,0,0.1895,0,0.8789
CE,Apuiarés,0.2671,0,0,0.537,0.5314
MG,Cruzília,0.2671,0.3361,0,0.6065,0.1257
MT,Glória D'Oeste,0.267,0,0.4149,0.5004,0.1526
CE,General Sampaio,0.2668,0.0397,0,0.8895,0.1378
PB,Ibiara,0.2667,0,0.2503,0,0.8165
SP,Gastão Vidigal,0.2666,0.4815,0.1393,0,0.4457
MG,Douradoquara,0.2665,0,0.3902,0.5988,0.0771
MG,Doresópolis,0.2665,0,0,0.6829,0.3831
RN,Campo Redondo,0.2664,0,0.2244,0.5963,0.2449
SP,Biritiba Mirim,0.2663,0.5421,0.4815,0,0.0415
MG,Santana de Cataguases,0.2661,0,0.1033,0.4195,0.5416
RS,São Martinho da Serra,0.266,0.0535,0.0054,0.682,0.3231
MA,Loreto,0.266,0.217,0,0.4097,0.4372
MG,Matias Cardoso,0.2653,0.2948,0.2091,0,0.5574
BA,Macaúbas,0.2652,0.1567,0.2357,0.4564,0.212
PI,Alagoinha do Piauí,0.2648,0,0.5255,0,0.5336
ES,Muniz Freire,0.2645,0.2085,0,0.6314,0.2183
SP,Aparecida d'Oeste,0.2644,0.3416,0.404,0,0.3119
CE,Banabuiú,0.2643,0.1251,0,0.4418,0.4904
MG,São José do Goiabal,0.2642,0,0.0567,0,1
MA,Boa Vista do Gurupi,0.2642,0,0.3426,0.4839,0.2302
PB,Pedras de Fogo,0.2641,0.1047,0,0.8003,0.1514
MA,Mata Roma,0.2638,0,0.2862,0,0.7688
PE,São Vicente Férrer,0.2637,0.0081,0,0.5028,0.5438
RS,Amaral Ferrador,0.2637,0.2276,0.1463,0.4551,0.2256
SP,Euclides da Cunha Paulista,0.2633,0.5099,0.2898,0,0.2534
RS,Manoel Viana,0.263,0.2585,0.0465,0.5063,0.2408
MG,Santana do Paraíso,0.2627,0.2868,0.4488,0,0.315
PB,Gurinhém,0.2626,0,0,0.509,0.5415
PE,São José do Egito,0.2625,0,0.2413,0.4528,0.3557
BA,Heliópolis,0.2623,0,0.2094,0.5389,0.3008
MG,Manga,0.2622,0,0.2534,0.4025,0.3928
GO,Damolândia,0.2618,0,0.3909,0.4437,0.2124
CE,Poranga,0.2611,0,0.5143,0,0.5302
PA,Goianésia do Pará,0.2609,0,0.4731,0,0.5704
RN,Almino Afonso,0.2609,0,1,0,0.0435
BA,Ouriçangas,0.2609,0,0,0.5219,0.5216
PB,São José dos Ramos,0.2609,0,0,0.7102,0.3333
PB,Monteiro,0.2604,0.1917,0,0.5281,0.3218
MG,Ribeirão Vermelho,0.2603,0,0.1258,0.4032,0.5124
RN,São Bento do Trairí,0.2602,0,0,0.5642,0.4767
MG,Serra da Saudade,0.26,0,0.2297,0.4605,0.3499
MT,Araguainha,0.26,0,0.5088,0,0.5312
MG,Tupaciguara,0.2599,0.609,0.2419,0,0.1885
PB,Cruz do Espírito Santo,0.2599,0,0.9419,0,0.0976
AL,Dois Riachos,0.2598,0,0.2999,0.4718,0.2675
SE,Macambira,0.2597,0,0,0.5557,0.4832
TO,Nova Rosalândia,0.2595,0,0.5077,0,0.5305
CE,Jaguaribara,0.259,0.1153,0,0.4578,0.4628
MG,Materlândia,0.2589,0,0.259,0.6798,0.0969
RN,Pedra Grande,0.2588,0,0.0445,0.5838,0.4069
MG,Ilicínea,0.2586,0,0.2521,0.6119,0.1703
BA,Ipirá,0.2585,0,0.3469,0.425,0.262
BA,Retirolândia,0.2584,0.0227,0.2259,0.4984,0.2867
PB,Baía da Traição,0.2584,0,0,0.5049,0.5285
MG,Santa Helena de Minas,0.2579,0,0.5405,0,0.4911
MG,Luisburgo,0.2578,0.2021,0.2311,0,0.5981
RN,Nova Cruz,0.2574,0,0,0.4656,0.5639
MA,Riachão,0.2573,0.0962,0.2004,0.4499,0.2826
PB,Areia,0.2573,0,0,0.6576,0.3715
PE,Tuparetama,0.2572,0,0.0286,0,1
GO,Panamá,0.2571,0.1333,0,0.5792,0.3156
TO,Nazaré,0.257,0,0.3381,0.4411,0.2489
PB,Lastro,0.257,0,0.5077,0,0.5203
MG,Biquinhas,0.2569,0,0.2623,0.5756,0.1898
SE,São Cristóvão,0.2568,0.225,0,0.6226,0.1795
PA,Piçarra,0.2567,0.4869,0.3409,0,0.1991
BA,Lamarão,0.2566,0,0,0.6576,0.3689
MG,Santa Margarida,0.2564,0,0.7169,0,0.3087
BA,Paripiranga,0.2562,0.0365,0.2127,0.6694,0.1063
CE,Carnaubal,0.2559,0,0,0.4581,0.5654
MA,Fortuna,0.2555,0,0.2497,0.6272,0.1451
MG,Aracitaba,0.2553,0,0.0837,0.4739,0.4636
PA,Tucuruí,0.2552,0.5808,0,0,0.4402
GO,Água Limpa,0.255,0.0001,0.1651,0.567,0.2877
RN,Coronel Ezequiel,0.2549,0,0,0.6178,0.4018
AM,Tapauá,0.2549,0.0929,0,0.7856,0.1411
PE,São Lourenço da Mata,0.2549,0.142,0,0.7356,0.1418
RN,Brejinho,0.2548,0,0,0.5428,0.4762
CE,Porteiras,0.2547,0,0.5552,0,0.4635
MA,Chapadinha,0.2545,0,0.3111,0.5089,0.1979
RN,Baía Formosa,0.2543,0.3004,0,0.5112,0.2056
PB,Mataraca,0.2543,0.0395,0,0.4804,0.4972
PI,Riacho Frio,0.254,0,0.4457,0.4548,0.1156
CE,Salitre,0.254,0,0.472,0,0.544
BA,Itapebi,0.2539,0.3499,0,0.4198,0.246
PB,Belém do Brejo do Cruz,0.2539,0.0229,0.5062,0,0.4864
PA,Jacundá,0.2537,0,0.3213,0.54,0.1534
PB,Salgado de São Félix,0.2536,0,0,0.4475,0.5668
BA,Antas,0.2534,0,0,0.4058,0.608
SE,Canhoba,0.2534,0,0,0.5679,0.4455
MA,Presidente Juscelino,0.253,0,0.5076,0,0.5043
PA,Novo Progresso,0.2529,0.4265,0.0703,0,0.5148
MG,São Bento Abade,0.2529,0,0.2972,0.5259,0.1884
BA,Mirante,0.2527,0,0.2377,0.5492,0.2237
MG,Caranaíba,0.2525,0.0792,0.0735,0.4227,0.4346
PB,Campina Grande,0.2524,0.7189,0,0,0.2905
PI,Lagoinha do Piauí,0.252,0,0.5116,0,0.4963
MG,Rio Manso,0.2517,0.18,0.1192,0.4774,0.23
BA,Irará,0.2515,0,0,0.5552,0.451
BA,Miguel Calmon,0.2515,0,0,0.7132,0.2929
MG,Recreio,0.2514,0.0721,0.2411,0.5331,0.1593
PA,São Geraldo do Araguaia,0.2513,0.2846,0.2485,0,0.4719
PB,Riacho de Santo Antônio,0.2512,0,0.1454,0.4275,0.4319
BA,Aratuípe,0.2512,0,0,0.4711,0.5337
CE,Palhano,0.2512,0,0.3919,0.4662,0.1466
MG,Divino das Laranjeiras,0.2508,0,0.0599,0.4293,0.5141
BA,Valença,0.2508,0.3145,0,0.5086,0.18
AL,Rio Largo,0.2507,0.3296,0,0,0.6731
BA,Cândido Sales,0.2503,0,0.2469,0.5558,0.1983
MG,Olaria,0.2502,0,0.2309,0,0.77
MG,Córrego Danta,0.2502,0.2673,0.1294,0.5221,0.0817
SE,Capela,0.2501,0,0,0.5449,0.4555
PI,Pavussu,0.2501,0,0.8796,0,0.1206
CE,Miraíma,0.25,0,0,0,1
MG,Crisólita,0.25,0,0,0,1
MG,São José do Jacuri,0.25,0,0,0,1
PA,Capitão Poço,0.25,0,0,0,1
RR,Cantá,0.25,0,0,0,1
RR,Rorainópolis,0.25,0,0,0,1
PE,Saloá,0.2499,0,0,0.6483,0.3514
MG,Januária,0.2499,0.3472,0,0.4112,0.2413
BA,Matina,0.2499,0,0.2067,0.5137,0.2791
BA,Itanhém,0.2498,0,0.3095,0.5042,0.1855
PI,Coivaras,0.2495,0,0.3426,0,0.6552
BA,Conde,0.2494,0,0,0.6935,0.3043
RN,Jucurutu,0.2492,0.1498,0,0.5772,0.2697
MA,Belágua,0.2491,0,0.3478,0.4565,0.1922
MG,Orizânia,0.2491,0.0664,0.16,0.5646,0.2055
BA,Cipó,0.2489,0,0.2059,0.5818,0.2078
BA,Itagimirim,0.2484,0,0.2228,0.4834,0.2874
MG,Capim Branco,0.2483,0.0123,0.2157,0.5293,0.2359
RN,São Paulo do Potengi,0.2482,0,0.1634,0.7238,0.1057
RN,Monte Alegre,0.2481,0,0,0.8359,0.1564
BA,Pintadas,0.248,0,0.0509,0,0.9413
RS,Arroio do Tigre,0.2479,0.302,0.4544,0,0.2353
TO,Axixá do Tocantins,0.2478,0,0,0.5526,0.4387
BA,Nova Viçosa,0.2477,0.2571,0.2859,0,0.4479
MA,Governador Edison Lobão,0.2477,0,0.2684,0.4112,0.3113
CE,Coreaú,0.2475,0,0.0619,0,0.9281
BA,Biritinga,0.2473,0,0,0.4073,0.5818
TO,Araguacema,0.2473,0.1131,0.286,0.4761,0.1138
MG,Congonhas do Norte,0.2465,0,0.129,0.6797,0.1773
MA,Vitória do Mearim,0.2463,0,0.2661,0.4896,0.2296
RN,Apodi,0.2463,0.1124,0.0007,0.5695,0.3026
TO,Ponte Alta do Tocantins,0.2461,0,0.2032,0.6018,0.1793
MG,Padre Carvalho,0.246,0,0.1163,0,0.8678
SE,Nossa Senhora Aparecida,0.2455,0,0.1907,0.7302,0.0609
PI,Nossa Senhora de Nazaré,0.2454,0,0,0.6709,0.3107
PB,Juripiranga,0.2453,0,0,0.4356,0.5456
PE,Cortês,0.2453,0,0.1729,0.6713,0.1368
MA,Vargem Grande,0.2451,0,0.4615,0,0.519
BA,Mundo Novo,0.2451,0,0.3289,0.4746,0.1768
MA,Bom Jesus das Selvas,0.245,0,0,0.7585,0.2214
RN,Pedra Preta,0.245,0,0.1864,0.559,0.2345
MA,Tufilândia,0.2448,0,0.4036,0,0.5756
PE,Bodocó,0.2444,0,0.5386,0,0.4391
AM,Eirunepé,0.2443,0,0.2608,0,0.7163
PA,Soure,0.2438,0,0,0.5657,0.4093
MG,Virgolândia,0.2436,0,0.3008,0.4505,0.2229
BA,Teixeira de Freitas,0.2434,0.5426,0.1124,0,0.3185
MG,Grupiara,0.2431,0,0.2206,0.4268,0.325
PB,Caiçara,0.243,0,0.196,0.5259,0.2501
AL,Olho d'Água do Casado,0.243,0,0,0.6538,0.3181
CE,Farias Brito,0.2429,0,0.2248,0,0.7468
PI,São Gonçalo do Gurguéia,0.2429,0,0.2711,0.4536,0.2468
MG,Padre Paraíso,0.2424,0,0.6141,0,0.3556
PE,Venturosa,0.2422,0,0.3566,0,0.6121
TO,Praia Norte,0.2417,0,0.0723,0.5242,0.3705
MG,Pirapetinga,0.2417,0.7919,0.0838,0,0.091
PI,Campo Alegre do Fidalgo,0.2416,0,0.2519,0.4263,0.2883
PA,Novo Repartimento,0.2416,0.0156,0.0465,0.4712,0.433
BA,Pindobaçu,0.2414,0,0,0.5129,0.4528
PE,Moreno,0.2412,0.0974,0.1674,0.4246,0.2752
PB,Conceição,0.2411,0,0,0.5545,0.41
RN,Jardim do Seridó,0.2411,0,0,0.4875,0.4767
MG,Curral de Dentro,0.241,0,0.1339,0,0.8299
CE,Aracoiaba,0.2409,0,0.4431,0,0.5206
CE,Senador Sá,0.2407,0,0.5885,0,0.3742
MA,Monção,0.2406,0,0.0772,0.5086,0.3766
MG,Itamarati de Minas,0.2405,0,0,0.5459,0.416
PA,Castanhal,0.2403,0.6018,0,0,0.3593
MG,Santa Maria de Itabira,0.2398,0,0.215,0.4917,0.2525
MG,Santo Antônio do Rio Abaixo,0.2398,0,0.2209,0.5612,0.1771
MG,Bias Fortes,0.2398,0,0,0.6399,0.3193
BA,Barra da Estiva,0.2397,0.1589,0.5644,0,0.2354
PB,Bananeiras,0.2395,0,0.0093,0.4717,0.4769
SP,Pedranópolis,0.2393,0.3082,0,0,0.6491
PB,Araruna,0.2393,0,0,0.459,0.4982
CE,Uruoca,0.2392,0.2384,0.4118,0,0.3067
PI,São João da Serra,0.2385,0,0.1315,0.5064,0.3161
BA,Santa Terezinha,0.2383,0,0.2566,0,0.6966
PB,Araçagi,0.2383,0,0,0.6635,0.2896
RN,Senador Elói de Souza,0.2382,0,0.202,0.4738,0.2769
PA,Brasil Novo,0.238,0,0.3996,0,0.5523
AL,Feira Grande,0.2378,0,0,0.642,0.3092
CE,Uruburetama,0.2377,0,0.1368,0,0.8141
SP,Serrana,0.2371,0.5344,0.228,0,0.1861
RS,Lajeado do Bugre,0.237,0,0.2008,0.5482,0.1989
MG,Taiobeiras,0.237,0.1046,0.6095,0,0.2338
PE,Brejão,0.2369,0,0,0.5819,0.3655
BA,Acajutiba,0.2368,0,0.2329,0,0.7142
BA,Saubara,0.2365,0,0.1441,0.4804,0.3215
BA,Elísio Medrado,0.2359,0,0.363,0.4912,0.0895
MG,Ladainha,0.2359,0.1232,0.5035,0,0.317
SE,Feira Nova,0.2358,0,0,0.4419,0.5015
MA,Cândido Mendes,0.2354,0,0.3817,0,0.56
SE,Umbaúba,0.2354,0.0971,0,0.6291,0.2153
MG,Ipanema,0.2353,0.3294,0.4267,0,0.185
AL,Canapi,0.2353,0,0.0151,0.5989,0.3272
SP,Itirapuã,0.2353,0.1528,0.2657,0.4389,0.0837
BA,Catolândia,0.2351,0,0.5567,0,0.3838
MG,Amparo do Serra,0.2351,0,0,0.5261,0.4142
MA,Barra do Corda,0.2351,0,0.368,0.431,0.1413
SE,Telha,0.235,0,0,0.7932,0.1466
PE,Terezinha,0.2349,0,0,0.6408,0.299
RN,Lajes Pintadas,0.2349,0,0,0.6451,0.2946
PA,Sapucaia,0.2349,0,0,0.4419,0.4977
SE,Simão Dias,0.2348,0.1543,0.0916,0.5291,0.164
SE,Salgado,0.2347,0,0.2504,0.4551,0.2334
MT,Novo Horizonte do Norte,0.2346,0.3664,0.4048,0,0.1673
RN,Venha-Ver,0.2346,0.0154,0,0.6065,0.3166
MG,São João Nepomuceno,0.2346,0.5395,0.0797,0,0.3191
MG,Guaraciama,0.2344,0,0.0904,0.4481,0.3991
BA,Itaparica,0.2343,0,0.2568,0.4032,0.2773
AL,Porto Real do Colégio,0.2343,0,0,0.443,0.4942
MG,Almenara,0.2342,0.2062,0.5137,0,0.2171
MA,Amarante do Maranhão,0.234,0,0.3982,0.4675,0.0702
RN,Pureza,0.2337,0.0342,0,0.4883,0.4124
MG,Ipaba,0.2337,0,0.0888,0.4333,0.4126
MG,Ataléia,0.2336,0.1342,0.0834,0.4225,0.2945
PA,Medicilândia,0.2334,0.231,0.392,0,0.3107
MG,Rio Espera,0.2334,0,0,0.4533,0.4802
MG,Catuti,0.2334,0,0.1943,0.4154,0.3237
CE,Massapê,0.2333,0,0,0.7045,0.2287
MG,Serra Azul de Minas,0.2332,0,0.24,0.5328,0.16
MG,Caetanópolis,0.233,0.3533,0,0,0.5785
PB,Brejo dos Santos,0.2329,0,0,0.5113,0.4202
TO,Crixás do Tocantins,0.2328,0,0.152,0.4534,0.3257
PA,Ponta de Pedras,0.2327,0,0,0.4471,0.4838
PI,Luís Correia,0.2326,0.0061,0.2521,0.4248,0.2474
PI,Patos do Piauí,0.2323,0,0.1965,0.4876,0.2449
AP,Itaubal,0.2322,0,0.1462,0.5386,0.244
MG,Cuparaque,0.2321,0,0.4188,0,0.5096
MG,Lamim,0.232,0,0.0533,0,0.8749
ES,Irupi,0.232,0.4032,0.2404,0,0.2846
MG,Ibiaí,0.2319,0.0613,0.181,0,0.6854
PI,Barra D'Alcântara,0.2319,0,0.1487,0.5138,0.265
PI,São João da Canabrava,0.2318,0,0.3066,0,0.6207
PE,Tacaratu,0.2318,0,0.0751,0.481,0.3711
MG,Pavão,0.2316,0,0.5827,0,0.3437
PI,Bocaina,0.2316,0,0.2109,0.6232,0.0921
BA,Olindina,0.2312,0,0,0.4907,0.4343
PB,Tacima,0.2312,0,0,0.4858,0.4389
PI,Bela Vista do Piauí,0.2309,0,0.149,0.5276,0.2471
BA,São José da Vitória,0.2309,0,0,0.5088,0.4147
MA,Nova Olinda do Maranhão,0.2309,0,0.3025,0.4239,0.1971
RJ,Miracema,0.2307,0,0.2659,0.457,0.2
MG,São Sebastião do Rio Preto,0.2306,0,0.1819,0.6043,0.1361
PB,Triunfo,0.2306,0,0,0.4487,0.4735
AL,Campestre,0.2304,0,0.072,0.6027,0.2468
MG,Piedade de Ponte Nova,0.2302,0,0.0873,0.5058,0.3279
BA,Casa Nova,0.23,0.2372,0,0.5142,0.1687
